Company Name,Experience With SBIR Program
"ARTANN LABORATORIES, INC.",36
"Sensormetrix, INC",36
MAXWELL SENSORS INC.,36
"INFORMATION EXTRACTION &amp; TRANSPORT, INC.",36
"Digital Optics Technologies, Inc.",36
"LIFESENSORS, INC.",36
"Vivonics, Inc.",36
RESEARCH ASSOCIATES OF SYRACUSE INC.,36
"ECLIPSE ENERGY SYSTEMS, INC.",36
RD INSTRUMENTS,36
"DE TECHNOLOGIES, INC",36
"LAUNCHPOINT TECHNOLOGIES, INC.",36
Ceranova Corporation,36
"US NANOCORP, INC.",36
"INTEGRATED SENSORS, INC.",36
"ANTICANCER, INC.",36
"RADIANT RESEARCH, INC.",36
"RJ Lee Group, Inc.",36
"Seakr Engineering, Inc.",36
"Proton Energy Systems, Inc.",36
"Netrologic, Inc.",36
"DIAMOND VISIONICS, LLC",36
CAMBRIDGE RESEARCH AND INSTRUMENTATION,36
"ZIMMERMAN ASSOC., INC.",36
IMSAR LLC,36
"Amerasia Technology, Inc.",36
"RE2, INC.",36
DIAMOND MATERIALS INC,36
WELKIN SCIENCES LLC,36
LINCOM CORP.,36
"WHALEN BIOMEDICAL, INC",36
"Pinnacle Technology, Inc.",36
DataSoft Corp.,36
"Epitaxial Technologies, LLC",36
Pro-Change Behavior Systems Inc,36
"INFOTECH SOFT, INC.",36
INFRAMAT CORP,35
"ICHOR MEDICAL SYSTEMS, INC.",35
MV Innovative Technologies LLC (DBA: Opt,35
MOLTECH CORPORATION,35
"STARSYS, INC.",35
Engineering Acoustics Incorporated,35
"Epoch Pharmaceuticals, Inc.",35
"REDONDO OPTICS, INC.",35
BETTERGY CORP.,35
Dimension Technologies Inc.,35
"Space Photonics, Inc.",35
"Bellbrook Labs, LLC ",35
"Pacific Advanced Technology, Inc.",35
"Makai Ocean Engineering, Inc.",35
BRIGHTOUTCOME INC.,35
"Katsman, Vladimir",35
"SIVANANTHAN LABORATORIES, INC.",35
Merix Corp,35
"NTI, Inc.",35
"DELCROSS TECHNOLOGIES, LLC",35
"Third Wave Systems, Inc.",35
"Advanced Systems/Supportability Engineering Technologies And Tools, Inc.",35
"International Mezzo Technologies, Inc.",35
Green Mountain Radio Research Company,34
"Platypus Technologies, LLC ",34
"MALIBU RESEARCH ASSOC., INC.",34
"Novateur Research Solutions, LLC",34
"Eagle Harbor Technologies, Inc.",34
PACIFIC MICROCHIP CORP.,34
"CREE RESEARCH, INC.",34
"MesoSystems Technology, Inc.",34
"Quantic Industries, Inc.",34
"MERIDIAN MEDICAL SYSTEMS, LLC",34
"KUTTA TECHNOLOGIES, INC.",34
"Sciperio, Inc. ",34
Performance Polymer Solutions Inc.,34
"MAGIQ TECHNOLOGIES, INC.",34
"Altair Center, Llc.",34
"CG2, Inc.",34
Remtech Inc.,34
"INTERNATIONAL ASSOCIATION OF VIRTUAL ORGANIZATIONS, INCORPORATED",34
"Aqwest, LLC",34
"Tristan Technologies, Inc. ",34
"INFOBEYOND TECHNOLOGY, LLC",34
"IBIS BIOSCIENCES, INC.",34
"CERMET, INC.",34
MRL MATERIALS RESOURCES LLC,34
INFERLINK CORPORATION,34
"Seagull Technology, Inc.",34
"SIBTECH, INC.",34
ELECTRON ENERGY CORPORATION,34
MARTINGALE RESEARCH CORPORATION,34
"IMMUNETICS, INC.",34
Nichols Research Corp,34
"REMOTE SENSING SOLUTIONS, INC.",34
"ADVANCED REFRACTORY TECHNOLOGIES, INC.",34
"Civilized Software, Inc.",34
INNOVATIVE TECH APPLICATIONS LLC,33
"Euclid Beamlabs, LLC ",33
FTL Labs Corporation,33
"COHERENT TECHNICAL SERVICES, INC.",33
"BRIDGE 12 TECHNOLOGIES, INC.",33
"Adaptive Technologies, Inc.",33
"Federal-Fabrics-Fibers, Inc. ",33
ECO ENERGY CONVERSION,33
"ExoAnalytic Solutions, Inc.",33
"RADIKAL THERAPEUTICS, INC.",33
Silicon Space Technology Corporation,33
"Btech Acoustics, LLC",33
"VALA SCIENCES, INC.",33
"Thermavant Technologies, L.L.C.",33
"Valley Tech Systems, Inc.",33
ARCHARITHMS INC,33
"INTRINSIC BIOPROBES, INC.",33
"Dignitas Technologies, LLC",33
"ADENOSINE THERAPEUTICS, LLC",33
IDAHO TECHNOLOGY,33
"ARTIUM TECHNOLOGIES, INC.",33
"Signature Research, Inc.",33
"SY TECHNOLOGY, INC.",33
INTERDISCIPLINARY CONSULTING CORP,33
Space Power Inc.,33
MO-SCI Corp.,33
KWJ Engineering Inc.,32
AMSEN TECHNOLOGIES LLC,32
"Photon Systems, Inc.",32
"PICARRO, INC.",32
Migma Systems Inc.,32
"LSP Technologies, Inc.",32
"SEACORP, LLC",32
"KUMETRIX, INC.",32
VisionQuest Biomedical Inc,32
"TECHNOLOGIES &amp; DEVICES INTERNATIONAL,",32
"Baebies, Inc.",32
AURORA ASSOC.,32
MillenWorks,32
BEAM ENGINEERING FOR ADVANCED MEASUREMENTS CO,32
"NANOPTICS, INC.",32
MacConnell Research Corporation,32
"Syntrix Biosystems, Inc.",32
COMPUTATIONAL SENSORS CORP.,32
ADIABATICS INCORPORATED,32
Anasys Instruments Corp. ,32
Spectron Development Laborator,32
"BIOCATALYTICS, INC.",32
BLUE ROAD RESEARCH,32
"Near Earth Autonomy, Inc.",32
"Princeton Lightwave, Inc.",32
ADVANCED POWDER SOLUTIONS INC,32
"Photonics Research, Inc.",32
"ANCO ENGINEERS, INC.",32
Tini Alloy Company,32
"Wavefront Research, Inc.",32
"APT THERAPEUTICS, INC.",32
FOX CHASE CHEMICAL DIVERSITY CENTER INC.,32
"INVOTEK, INC.",32
KARTA TECHNOLOGIES,32
"VIROGENOMICS, INC.",31
Computational Mechan,31
Haimson Research Corporation,31
"PARABON NANOLABS, INC.",31
"Assured Information Security, Inc.",31
Quallion LLC,31
OPTIGRATE CORPORATION,31
Lightspin Technologies Inc ,31
Tau Corp,31
Propulsion Science &amp; Technology Inc,31
Failure Analysis Associates,31
"DYNETICS, INC.",31
"Containerless Research, Inc.",31
Qunav LLC,31
IN-DEPTH ENGINEERING CORPORATION,31
COGNITECH CORPORATION,31
"GENOMATICA, INC.",31
"ALPHASENSE, INC.",31
Applied Research In Acoustics LLC,31
ADVANCED CONDUCTOR TECHNOLOGIES LLC,31
MICHIGAN ENGINEERING SERVICES LLC,31
Q-Track Corporation,31
"XL Scientific, LLC",31
"Hnc, Inc.",31
Wang Electro-Opto Corporation,31
"RADIX TECHNOLOGIES, INC.",31
"SIERRA ENGINEERING, INC.",31
"STREAMLINE NUMERICS, INC.",31
"JEM ENGINEERING, LLC",31
"STATE OF THE ART, INC.",31
"Silicon Mountain Design, Inc.",31
Amnis Corporation,31
"Advanced Acoustic Concepts, Inc.",31
MISSION MEDICAL,31
"NOVA R&amp;D, INC.",31
"CoolCAD Electronics, LLC",31
"Simula, Inc.",31
"ADVANCED CERAMICS MANUFACTURING, LLC",31
"XONTECH, INC.",31
"Wintec, Inc.",30
UNIAX Corporation,30
ANALYTICAL SERVICES &amp; MATERIALS INC,30
"PHYSITRON, INC.",30
"Empirical Systems Aerospace, Inc.",30
Peregrine Falcon Corporation,30
MICROSAT SYSTEMS,30
IROBOT CORP.,30
"ENERGY CONVERSION DEVICES, INC.",30
"DNASTAR, INC.",30
DWA ALUMINUM COMPOSITES,30
Mesoscopic Devices LLC,30
"Skyre, Inc.",30
"TLC Precision Wafer Technology, Inc.",30
CELL PRESERVATION SERVICES INC,30
"Custom Manufacturing &amp; Engineering, Inc.",30
"APPLIED VISIONS, INC.",30
Springborn Materials Science,30
"VORTANT TECHNOLOGIES, LLC",30
"FOSTER-MILLER TECHNOLOGIES, INC.",30
Novelmed Therapeutics Inc,30
"Automated Functions, Inc.",30
Zymeron Corporation,30
"Photon-x, Inc.",30
"BEHAVIORAL TECH RESEARCH, INC.",30
"ZEGER-ABRAMS, INC.",30
"VEGA WAVE SYSTEMS, INC.",30
Research Development Corporation,30
"BONNEVILLE SCIENTIFIC, INC.",30
"Sigray, Inc.",30
"SYSTEMS PLANNING &amp; ANALYSIS, INC.",30
E BEAM INC,30
"Chemica Technologies, Inc ",30
SCIENTIFIC MATERIALS CORP.,29
Diversified Scientific Inc,29
"ATEC, Inc.",29
"OPTOMEC, INC.",29
"KDH Research &amp; Communication, Inc.",29
"Superconducting Systems, Inc.",29
"Atmospheric Observing Systems, Inc.",29
"JXT Applications, Inc.",29
"GEOPHEX, LTD.",29
"OEWAVES, INC",29
"NOVA PHOTONICS, INC.",29
"AET, Inc.",29
"Anasphere, Inc",29
"RESEARCH APPLICATIONS, INC.",29
"Research Biochemicals,",29
IRFLEX CORP,29
"TRANSITION45 TECHNOLOGIES, INC.",29
"Daedalus Enterprises, Inc.",29
"I-Kinetics, Inc.",29
Electrodynamic Applications Inc,29
Neurocomp Systems Inc ,29
"Psychology Software Tools, Inc.",29
North Star Research Corp.,29
"Armorworks Enterprises, Inc.",29
"Belmont Research, Inc.",29
"Thor Technologies, Inc.",29
LANGUAGE COMPUTER CORPORATION,29
Photobit Corporation,29
"Droplet Measurement Technologies, LLC",29
ENSION Inc,29
METNA CO,29
HOOD TECHNOLOGY CORPORATION,29
NUCRYPT LLC,28
"ENERGEN, INC.",28
"Pharmaseq, Inc",28
"Payload Systems, Inc.",28
ADC Acquisition Co. dba Automated Dynamics,28
"Storagenergy Technologies, Inc.",28
"AURITEC PHARMACEUTICALS, INC.",28
"TAITECH, INC.",28
JMSI INC.,28
PREDICTION SYSTEMS INC,28
"Vistology, Inc.",28
ADVANCED LIQUID LOGIC,28
Sorbent Technologies Corp,28
LAKOTA TECHNICAL SOLUTIONS INC,28
"Decibel Research, Inc.",28
"REACTION SYSTEMS, INC",28
Azavea Inc.,28
Cambridge Hydrodyn Inc,28
"TRANSONIC SYSTEMS, INC.",28
"Data Fusion &amp; Neural Networks, LLC",28
"Innovative Surface Technologies, Inc",28
"INNOVATEK, INC.",28
"Biostatistical Programming Associates, Inc.",28
"AUTONOMOUS SOLUTIONS, INC.",28
Planet Biotechnology Incorporated,28
"MAPP BIOPHARMACEUTICAL, INC.",28
SYAGEN TECHNOLOGY INC,28
AVID LLC,28
"Maxion Technologies, Inc.",28
"OPTIMETRICS, INC.",28
"SURFACE TREATMENT TECHNOLOGIES, INC.",28
"NOVAFLUX TECHNOLOGIES, INC.",28
"Sunpower, Inc.",28
Integrated Genetics Inc,28
INTRINSIC SEMICONDUCTOR CORP.,28
LEEOAT COMPANY,28
TELAZTEC,28
"Creatv MicroTech, Inc.",28
"DYNAMET TECHNOLOGY, INC.",28
"Integrated Micro Sensors, Inc.",28
Hipple Cancer Research,28
Institute For Disabilities Research &amp; Training Inc,28
"Weinberg Medical Physics, Inc.",28
S T I Optronics Inc,28
TERA BIOTECHNOLOGY CORPORATION,27
"CTI SERVICES, INC.",27
Terra Tek Inc.,27
"Lewis Innovative Technologies, Inc.",27
"Ocean Acoustical Services and Instrumentation Systems, Inc.",27
STOCHASTECH CORPORATION,27
"ALD NANOSOLUTIONS, INC",27
"ANALYTICA OF BRANFORD, INC.",27
Connecticut Analytical Corporation,27
NANOMATERIALS AND NANOFABRICATION LABORATORIES,27
"ELECTROSYNTHESIS CO., INC.",27
Phosphortech Corporation ,27
"DESCHUTES RESEARCH, INC.",27
"Targazyme, Inc. ",27
AMRON CORPORATION,27
"HJ Science &amp; Technology, Inc.",27
"QUALITY BIOLOGICAL, INC.",27
MILCORD LLC,27
PROMETHEUS INC,27
"SDS International, Inc.",27
IBIS TECHNOLOGY CORP.,27
"NAVIGEN, INC.",27
"Air Squared, Inc.",27
HYBRID TECHNOLOGIES,27
"IBC Materials &amp; Technologies, LLC",27
Spectral Imaging Laboratory,27
"Milli Sensor Systems and Actuators, Inc.",27
"Parallel Synthesis Technologies, Inc",27
"MICROWAVE TECHNOLGIES, INC.",27
Simbex LLC,27
DIRECTED ENERGY SOLUTIONS,27
"ILLUMINA, INC.",27
Spectral Labs Incorporated,27
"Farasis Energy, Inc.",27
"ENSER Corporation, The",27
"TREVIGEN, INC.",27
"APPLIED SCIENCE INNOVATIONS, INC",27
"OPTIMIZATION TECHNOLOGIES, INC.",27
"MicroStrain, Inc.",27
"EpiSys Science, Inc.",27
APPLIED SPECTRA INC,27
Defense Systems Inc.,27
Rochester Photonics,27
"QUASAR FEDERAL SYSTEMS, INC.",27
VIRTUAL EM INC.,27
"HiFunda, LLC",27
"PRODUCTION PRODUCTS MANUFACTURING &amp; SALES CO., INC.",27
"Skyhaven Systems, LLC",27
"Integrated Laboratory Systems, LLC",27
"PROGNOSYS BIOSCIENCES, INC.",27
"Technosoft, Inc ",27
"Quantum Simulations, Inc.",27
Transducer Research Inc.,27
"Applied Physical Electronics, L.C.",27
SDI Engineering Inc,27
NOUR LLC,27
"Veloxiti, Inc.",27
"AMERIGENICS, INC.",27
"Integrated Biotherapeutics, Inc.",27
"Barber-Nichols, LLC",27
TALKING LIGHTS LLC,27
"Photodigm, Inc.",27
"ARMAGEN TECHNOLOGIES, INC.",27
ROBOTICS RESEARCH CORP.,26
SIMmersion L.L.C.,26
VCRSOFT LLC,26
BIOO SCIENTIFIC CORPORATION,26
IntraSpec Inc,26
"Aware, Inc.",26
"POLY-MED, INC.",26
"Strategic Polymer Sciences, Inc.",26
"Anro Engineering, Inc.",26
"Analytical Services, Inc.",26
Hedgefog Research Inc.,26
ANALYSIS DESIGN &amp; DIAGNOSTICS INC,26
"F&amp;H APPLIED SCIENCE ASSOC., INC.",26
Twinleaf LLC,26
"OZARK INTEGRATED CIRCUITS, INC.",26
"OREGON RESEARCH BEHAVIORAL INTERVENTION STRATEGIES, INC.",26
VISTA CLARA INC.,26
ZIVA CORPORATION,26
AEROSOFT INC,26
WisdomTools Enterprises Inc,26
"CALIBRANT BIOSYSTEMS, INC.",26
3dgeo Development Inc.,26
NanoTechLabs Inc.,26
SICORE TECHNOLOGIES INC.,26
"PHOENIX BIOSYSTEM, INC.",26
"Cyan Systems, Inc.",26
MSNW LLC,26
"COMPUTATIONAL PHYSICS, INC.",26
"Great Lakes Sound &amp; Vibration, Inc.",26
"SERACARE LIFE SCIENCES, INC.",26
DISCOVERY MACHINE INC,26
Sigma Research Corp,26
"Digital Solid State Propulsion, Inc",26
"Applied Material Technologies, Inc.",26
TEKNOWLEDGE CORP.,26
"KVH INDUSTRIES, INC.",26
"Robin Medical, Inc.",26
KENT SEATECH CORPORATION,26
"HY-TEK MANUFACTURING CO., INC.",26
"Silicon Designs, Inc.",26
Speech Technology And Applied Research Corporation,26
"GENVEC, INC.",26
System Dynamics International Incorporated ,26
"Metrica, Inc.",26
"Nanolab, Inc",26
"Astrobotic Technology, Inc.",26
"DACCO SCI, INC.",26
"CREATEABILITY CONCEPTS, INC.",26
"CREATIVE OPTICS, INC.",25
"Divergence, Inc.",25
"Thermal Technologies, Inc.",25
"ANALYSIS &amp; SIMULATION, INC.",25
"LIGHT AGE, INC.",25
"Industrial Measurement Systems, Inc.",25
"INTERSYSTEMS, INC.",25
"Zen-Bio, Inc.",25
"Accelogic, LLC",25
Sequella Inc,25
"Square One Systems Design, Inc.",25
CLEAR SCIENCE CORP,25
"Active Control eXperts, Inc.",25
Global Aerospace Corporation,25
"Imaging Systems Technology, Inc.",25
M-DOT Aerospace,25
Iris Technology Corporation,25
QUICKFLEX INC.,25
Electro Magnetic,25
"Advanced Diamond TechNologies, Inc.",25
"NAPROGENIX, INC.",25
Expert-ease Systems,25
"Biodetection Instruments, Inc",25
"Mse Technology Applications, Inc.",25
SOUTHEAST TECH INVENTURES,25
"Biosearch Technologies, Inc",25
"I. S. Grupe, Inc.",25
ENVIRONMENTAL &amp; LIFE SUPPORT TECHNOLOGY,25
Energy Compression Research,25
"BENTHOS, INC.",25
"STRATONICS, INC.",25
"NEPTUNE SCIENCES, INC.",25
XIDEX CORPORATION,25
Schmidt Instruments Inc.,25
TRX SYSTEMS INC,25
PROTECTION ENGINEERING CONSULTANTS LLC,25
"SAN DIEGO RESEARCH CENTER, INC.",25
"Expedition Technology, Inc.",24
"Flam &amp; Russell, Inc.",24
ATAC,24
Equinox Corp.,24
"LI-COR BIOSCIENCES, INC.",24
"Aeronix, Inc.",24
"Nitrate Elimination Co Inc, The",24
PLCC2 LLC,24
"GUIDED SYSTEMS TECHNOLOGIES, INC.",24
"AST PRODUCTS, INC.",24
"AFASCI, INC.",24
HyperTech Systems,24
"THERASOURCE, LLC",24
PARATECHS CORP,24
"Sierra Lobo, Inc. ",24
Auriga Measurement Systems LLC,24
"Boulder Environmental Sciences and Technology, LLC",24
Adroit Materials,24
"SOURCE SIGNAL IMAGING, INC.",24
Atss Inc.,24
"Electric Propulsion Laboratory, Inc.",24
"Irglare, LLC",24
"Aastrom Biosciences, Inc.",24
SOUTH BAY SCIENCE &amp; TECHNOLOGY CORP.,24
Coleman Research Corp.,24
Electrochimica Corp.,24
"Touch Graphics, Inc.",24
"MAYACHITRA, INC.",24
"EDGE ENTERPRISES, INC.",24
"Dvp, Inc.",24
Phasex Corporation,24
"Mikro Systems, Inc.",24
"Vanguard Composites Group, Inc.",24
APPLIED NANOFEMTO TECHNOLOGIES LLC,24
"IONIC SYSTEMS, INC.",24
Emerson &amp; Stern Associates Inc,24
Sensortex,24
"MEVICON, INC.",24
Technology Systems Inc.,24
"MULTISPECTRAL SOLUTIONS, INC.",24
"UNITED ENVIRONMENT &amp; ENERGY, LLC",24
"HUGHES ASSOC., INC.",24
"PAI Life Sciences, Inc.",24
"AMAIN ELECTRONICS CO., INC.",24
"Phoenix Integration, Inc.",24
"DPD, Inc.",24
"NUTRONICS, INC.",24
"Reticular Systems, Inc.",24
"METABOLIC SOLUTIONS, INC.",24
"Nou Systems, Inc.",24
"Environment And Health Group, Inc.",24
"KNOWLEDGE ANALYSIS TECHNOLOGIES, LLC.",24
"Biospyder Technologies, Inc.",24
"Thinkom Solutions, Inc.",24
"MOLECULAR INSIGHT PHARMACEUTICALS, INC.",24
"Gener8, LLC",24
General Pneumatics Corporation,24
"Beck Engineering, Inc.",24
"Crystal Research, Inc.",24
MOBERG RESEARCH INC,24
"INNOVATIVE RESEARCH, INC.",24
"Akm Associates, Inc.",23
Opus 12 Incorporated,23
NumerEx,23
"XIGEN, LLC",23
"Synergy Innovations, Inc.",23
Materials Resources International,23
"3DT Holdings, LLC",23
BASCOM HUNTER TECHNOLOGIES INC,23
AKONNI BIOSYSTEMS INC.,23
"Innovative Power Solutions, LLC",23
BANPIL PHOTONICS Inc ,23
Material Concepts Inc,23
"Lithium Power Technologies, Inc.",23
"ADVANCED TECHNOLOGIES GROUP, INC.",23
"NOVOBIOTIC PHARMACEUTICALS, LLC",23
"REYNOLDS SYSTEMS, INC.",23
"Innovital Systems, Inc.",23
Waddan Systems ,23
"Essential Research, Inc.",23
"Cell &amp; Tissue Systems, Inc.",23
Diversa Corporation,23
Beacon Interactive Systems LLC,23
"Sydor Instruments, LLC",23
White River Technologies Inc,23
BCL Technologies,23
"Lb&amp;m Assoc., Inc.",23
PROMEGA CORP.,23
"RELIACOAT TECHNOLOGIES, LLC",23
"Systems Control Technology,",23
"BEAM Technologies, Inc.",23
"SCARAB GENOMICS, LLC",23
"BIOLOG, INC.",23
LIBERATING TECHNOLOGIES INC,23
"CYNTELLECT, INC.",23
"ASURAGEN, INC.",23
MULTISPEC CORP.,23
Phds Co.,23
"MEDICAL PHYSICS, INC.",23
"United Applied Technologies, Inc.",23
"EXOTHERMICS, INC.",23
"MOTION CONTROL, INC",23
D-Star Engineering Corporation,23
BOSTON MICROSYSTEMS INC,23
CAMX Power LLC,23
NEUGENESIS CORPORATION,23
"Manufacturing And Technology Conversion Int&#039;l, Inc",23
"ELECTRODYNAMICS ASSOCIATES, INC.",23
"ELECTRO-RADIATION, INC.",23
"BAKER ENGINEERING, LLC",23
Perceptive Sciences,23
"SIMWRIGHT, INC.",23
"Scientic, Inc. ",23
"MACAULAY-BROWN, INC.",23
"IQUUM, INC.",23
"Research International, Inc",23
IDEC PHARMACEUTICALS CORPORATION,23
"InterPhases Solar, Inc.",23
T T H Research Inc,23
"Charlesson, LLC",23
Princeton Microwave Technology Inc,23
"Natural Selection, Incorporated",23
EVIGIA SYSTEMS LLC,23
Health Outcomes Inc,23
"Biomedical Research Models, Inc.",23
"Cigital, Inc.",23
"Virtici, LLC",23
"UTD, INC.",23
Decision-science,22
"Breault Research Organization, Inc.",22
"BIOPHYSICS ASSAY LABORATORY, INC.",22
"CARLOW INTERNATIONAL, INC.",22
"MMTC, INC.",22
"MURTY PHARMACEUTICALS, INC.",22
Theranova LLC,22
"Engineering Software Research And Development, Inc.",22
"SC SOLUTIONS, INC.",22
KAIROS Inc,22
APPLIED POLERAMIC INCORPORATED,22
Aerochem Research,22
"Aptitude Medical Systems, Inc.",22
"Spiritech Advanced Products, Inc. ",22
"PH Matter, LLC",22
MACH I Inc.,22
"ACADEMIC EDGE, INC.",22
INFRASCAN INC,22
"APATH, LLC",22
"Molecular Technologies, Inc.",22
"PolyK Technologies, LLC",22
"GLOBAL RESEARCH &amp; DEVELOPMENT, INC.",22
"DISCOVERY SEMICONDUCTORS, INC.",22
"ASTER LABS, INC",22
"FERMALOGIC, INC.",22
"Parietal Systems, Inc.",22
"Universal Sensors, Inc.",22
"DETROIT R &amp; D, INC.",22
Left Hand Design Corporation ,22
"Molecular Targeting Technologies, Inc. ",22
Delfin Systems,22
Ram Photonics LLC,22
"Microxact, Inc.",22
"POLARIS HEALTH DIRECTIONS, INC",22
"RLW, INC.",22
"Deep Web Technologies, Llc",22
HYBRID PLASTICS,22
"COMPACT DISC, INC.",22
"KAI, LLC",22
"Xcom Wireless, Inc",22
Abel Company,22
Nu Waves Ltd.,22
NOVA RESEARCH COMPANY,22
"BERKELEY RESEARCH ASSOC., INC.",22
Sysense Incorporated,22
ALTEC INC,22
Amtec Engineering Inc,22
"Maryland Aerospace, Inc.",22
APPLIED GENETICS LABORATORIES,22
CHESAPEAKE SCIENCES CORP.,22
"Cmsoft, Inc.",22
"Cortechs Labs, Inc.",22
ACENTECH INCORPORATED,22
"NEWTON SCIENTIFIC, INC.",22
SCIENTIFIC FORMING TECHNOLOGIES CORPORATION,22
"Imperium, Inc.",22
"Rice Systems, Inc.",22
"HEALTH MEDIA LAB, INC.",22
Apogee Biotechnology Corporation,22
"Made In Space, Inc.",22
"VRC Metal Systems, LLC",22
"MASSTECH, INC.",22
"Neya Systems, LLC",22
Webb Research Corp.,22
Thoughtventions Unlimited Llc ,22
"APPLIED MATHEMATICS, INC.",22
"LOADPATH, LLC",22
Quantum Signal LLC,22
IPM Development Company Inc.,22
SPECTRUM PHOTONICS INC,22
Altor Bioscience LLC,22
"Signal Innovations Group, Inc.",22
ImmPORT Therapeutics Inc dba Antigen Discovery Inc,22
"ElSohly Laboratories, Incorporated",21
Berkeley Antibody Company,21
"TECHNISCAN, INC.",21
OPTICAL SCIENCES CORPORATION,21
"Brookhaven Technology Group, Inc. ",21
"PHOTONIC BIOSYSTEMS, INC",21
"MICROASSEMBLY TECHNOLOGIES, INC.",21
"SIMULATION TECHNOLOGY &amp; APPLIED RESEARCH, INC.",21
"Optiphase, Inc.",21
"VERTIGO, INC.",21
"Epigen Biosciences, Inc.",21
"FirstString Research, Inc",21
OSCIENT PHARMACEUTICALS CORPORATION,21
CORIXA CORPORATION,21
"Anautics, Inc.",21
Interspec Inc,21
REIFER CONSULTANTS L.L.C.,21
Crystal Associates Inc,21
Verac Inc.,21
Integran Technologies U.S.A. Inc.,21
"Exportech Company, Inc.",21
"ENIGMATICS, INC.",21
"Dragonfly Pictures, Inc.",21
"Abzyme Therapeutics, LLC",21
"Optical Air Data Systems, LLC",21
"MYMIC, L.L.C.",21
"Parabilis Space Technologies, Inc.",21
"AEC-Able Engineering Company, Inc.",21
"Metron Aviation, Inc.",21
"SURFACES RESEARCH &amp; APPLICATIONS, INCO",21
"Bennett Aerospace, Inc.",21
"Radiation Detection Technologies, Inc.",21
"Biotronics Technologies, Inc.",21
"Bioanalytical Systems, Inc. ",21
"Active Motif, Inc.",21
DESIGN NET ENGINEERING LLC,21
N&amp;R ENGNERING MGT SUPPORT SVCS,21
CHIRP CORP.,21
"Technology Solutions Experts, Inc.",21
ARONORA INC,21
"Yankee Scientific, Inc.",21
Synaptic Pharmaceutical Corp.,21
"Innovation Laboratory, Inc., The",21
Shape Change Technologies LLC,21
"V CORP. TECHNOLOGIES, INC.",21
Johnson Research &amp; Development Co Inc,21
"Applied Science and Technology,LLC",21
PGI HOLDING CORPORATION,21
ADVANCED MATERIALS AND DEVICES,21
Western Environmental Tech. Laboratories,21
Astron Research &amp; Engineering,21
"American Semiconductor, Inc. ",21
"IA Tech, Inc.",21
"ERAGEN BIOSCIENCES, INC.",21
"ORGAN RECOVERY SYSTEMS, INC.",21
International Scientific Technologies Inc,21
OR CONCEPTS APPLIED,21
"Supramagnetics, Inc.",21
"Sigtem Technology, Inc",21
Next Century Corporation,21
"Protoinnovations, LLC",21
"IRIS AO, INC.",21
Energy Research Company,21
"NHanced Semiconductors, Inc.",21
"Decision Dynamics, Inc.",21
VECTOR TEST SYSTEMS,21
"NATURAL PHARMACIA INTERNATIONAL, INC.",21
"SCENPRO, INC.",21
Marko Materials Inc,21
"APPLIED MATERIAL SYSTEMS ENGINEERING, INC.",21
GENESIS LABORATORIES INC,21
Accuwave Corp.,21
APPLIED GEOSOLUTIONS LLC,21
"ANALYTICAL MECHANICS ASSOCIATES, INC. ",21
"Ormet Circuits, Inc.",21
NeuroDyne Inc,21
Phoebus Optoelectronics LLC,21
AUDIOLOGICAL ENGINEERING CORPORATION,21
"Etrema Products, Inc.",21
"Millimeter Wave Technology,",21
SemiSouth Laboratories,21
"Marine Acoustics, Inc.",21
"SECA, Inc.",21
AVANTGEN INC,21
"EPIR, INC.",21
LOGOBOTS LLC,21
"Pendar Technologies, LLC",21
"Scs Telecom, Inc.",21
"ADVANCED MATERIALS TECHNOLOGY, INC.",21
"TECHFINITY, INC.",21
"PARTICLE BEAM LASERS, INC",21
"Energetic Materials &amp; Products, Inc.",21
Applications Resources Inc,21
Wolf Technical Services Inc,21
Referentia Systems Incorporated,20
Optowares Incorporated,20
"THIRD WAVE TECHNOLOGIES, INC.",20
KOR ELECTRONICS,20
"DATAMAT SYSTEMS RESEARCH, INC.",20
ROTORDYNAMICS-SEAL RESEARCH,20
"Pranalytica, Inc.",20
Gorca Technologies,20
"Applied Biotechnology Institute, Inc.",20
"Optonet, Inc",20
"BORON BIOLOGICALS, INC.",20
INNOVATIVE TECHNOLOGIES INTERNATIONAL INC,20
"Potomac Photonics, Inc.",20
"Damaskos, Inc.",20
Signatron Technology Corp.,20
Eti Instrument Systems Inc.,20
GoHypersonic Incorporated ,20
CAMBRIDGE NEUROSCIENCE,20
Shear Form Inc ,20
"PROFECTUS BIOSCIENCES, INC.",20
Advanced Composite Products,20
Vatell Corporation,20
BURGE ENVIRONMENTAL INC,20
ORIGEN THERAPEUTICS,20
"BIOELASTICS RESEARCH, LTD.",20
PHYSICAL ACOUSTICS CORP.,20
Thermal Wave Imaging Inc,20
"BIODE, INC.",20
