Company Name,Experience With SBIR Program
"Advanced Monitoring, Inc.",1
Advanced Motion Controls Inc.,3
ADVANCED MRI TECHNOLOGIES LLC,14
Advanced Nanotechnologies Corporatio,1
"Advanced Neural Dynamics, Inc.",1
"Advanced Nmr Systems, Inc",3
"Advanced Nuclear Technology, Inc",1
"ADVANCED NUMERICAL DESIGN, LLC",1
Advanced Numerical Solutio,4
ADVANCED NUMERICAL SOLUTIONS LLC,2
"ADVANCED ONION, Inc. ",1
Advanced Opt. Equip. &amp; Syst.,4
"Advanced Optical Systems, Inc",44
ADVANCED OPTICAL TECHNOLOGIES INCORPORATED,8
"Advanced Optical Technologies, Inc.",4
"Advanced Oxide Devices, LLC",1
"ADVANCED PAVING TECHNOLOGIES, INC.",1
"Advanced Photodynamic Technologies, Inc.",8
"Advanced Photometrics, Inc.",1
"ADVANCED PHOTON SCIENCES, LLC",6
Advanced Photonic,1
"ADVANCED PHOTONIC CRYSTALS, LLC",8
Advanced Photonics,3
Advanced Photonics Group,1
Advanced Photonix,6
"ADVANCED PLASMA PRODUCTS, INC.",3
"Advanced Polymer Monitoring Technologies, Inc.",2
"Advanced Position Systems,",2
"Advanced Powder Products, Inc. ",2
ADVANCED POWDER SOLUTIONS INC,32
Advanced Power Sources Inc,1
"ADVANCED POWER TECHNOLOGIES, INC.",13
"Advanced Prairie, Inc.",1
"Advanced Principles Group, Inc.",2
"ADVANCED PROCESS COMBINATORICS, INC.",6
"Advanced Processing Tech.,",9
"ADVANCED PROCESSING TECHNOLOGY, INC.",7
"ADVANCED PRODUCT DEVELOPMENT, INC.",2
Advanced Products Inc,1
Advanced Programming Concepts,1
"Advanced Projects Research, Incorporated",47
Advanced Propulsion Inc.,3
"Advanced Propulsion Technologies, Inc.",1
"Advanced Protection Products,",1
Advanced Protein Labs,1
"Advanced Radar Company, LLC",1
ADVANCED RADATION THERAPY,1
Advanced Reasoning Inc.,1
"Advanced Recovery and Recycling, LLC ",2
"ADVANCED REFRACTORY TECHNOLOGIES, INC.",34
"ADVANCED REFRIGERATION TECHNOLOGIES, INC",5
"Advanced Remote Sensing, Inc.",3
"Advanced Renal Therapies, Inc..",1
Advanced Renewable Technology International Inc,1
ADVANCED RESEARCH CORPORATION,15
"Advanced Research Systems,",1
"Advanced Research Systems, Inc.",2
"Advanced Resonance Technologies, Inc",3
Advanced Resource Development,1
Advanced Resources,2
"Advanced Resources International, Inc.",6
Advanced Respiratory Technologies LLC,2
Advanced Retro Technology Inc.,2
ADVANCED RNA TECHNOLOGIES LLC,7
Advanced Robotic Tech Inc.,1
Advanced Rolling Technologies LLC,1
"ADVANCED ROTORCRAFT TECHNOLOGY, INC.",81
"Advanced Safeguards, Inc.",1
Advanced Science And Automation Corp,9
"Advanced Scientific Concepts, LLC",102
Advanced Seed Technology,1
Advanced Seismic Instrumentation and Research,1
"ADVANCED SENSOR TECHNOLOGIES, INC.",20
ADVANCED SEPARATION &amp; ABSORPTION PRODUCT,4
Advanced Signature,1
"Advanced Silicon Carbide Materials, LLC",2
Advanced Silicon Group,6
ADVANCED SIMULATION DISPLAYS CO.,2
"ADVANCED SIMULATION RESEARCH, INC.",3
"ADVANCED SIMULATION TECHNOLOGY, INC.",3
"ADVANCED SMART SYSTEMS AND EVALUATION TECHNOLOGIES, LLC",2
"ADVANCED SOLUTIONS FOR TOMORROW, INC.",4
"ADVANCED SOLUTIONS, INC.",3
Advanced Space Data Corp,1
Advanced Space LLC,13
"Advanced Strategic Insight, Inc.",1
"ADVANCED STRUCTURAL TECHNOLOGY, INC.",9
Advanced Structures Technology,4
"ADVANCED SURFACES AND PROCESSES, INC.",2
"Advanced Surgical Systems,",1
Advanced System Concepts,2
Advanced Systems &amp; Technologies Inc,70
Advanced Systems Concepts,5
"Advanced Systems Technology, Inc.",5
"Advanced Systems/Supportability Engineering Technologies And Tools, Inc.",35
ADVANCED TACTICS INC,4
"Advanced Tactile Imaging, Inc.",8
Advanced Targeting Systems,19
"ADVANCED TECH ENGINEERING, INC.",2
Advanced Technical Concepts,1
Advanced Technologies,2
Advanced Technologies &amp; Testin,1
ADVANCED TECHNOLOGIES &amp; TESTING LABORATORIES INC,1
Advanced Technologies for Novel Therapeutics,1
"ADVANCED TECHNOLOGIES GROUP, INC.",23
"Advanced Technologies, Inc",6
Advanced Technologies/Laboratories Intl,238
Advanced Technology &amp; Research,11
Advanced Technology And Research Corporation,43
Advanced Technology Transfer,2
"ADVANCED TELECARE, LLC",1
"ADVANCED THERAPIES, INC.",4
ADVANCED THERMAL TECHNOLOGIES,15
"ADVANCED THIN FILM, INC.",1
"ADVANCED TISSUE SCIENCES, INC.",7
Advanced Tracking Technology C,1
"Advanced Unmanned Systems, LLC",1
"Advanced vascular Therapies, Inc.",2
"Advanced Vision Technologies, Inc.",1
"ADVANCED VISION THERAPIES, INC.",9
"Advanced Visual Data, Inc.",3
"Advanced Welding Concepts,",5
ADVANCED WIRELESS &amp; TELECOM CORP.,2
"ADVANCED WOUND SYSTEMS, LLC",1
"ADVANCED X-RAY TECHNOLOGY, INC.",2
AdvancedMEMS Parts,1
AdvanceH2O corp.,1
"ADVANSTA, INC.",1
"Advantage Silver Dental Arrest, LLC",5
"ADVANTAGENE, INC",10
Advantageous Systems LLC,2
"Advantech, Inc.",1
"ADVATECH PACIFIC, INC.",20
"ADVAXIS, INC.",5
Advec Corp.,2
"Advensys, LLC",2
"Advent Diamond, Inc.",5
"Advent Engineering Services, Inc.",3
Advent Innovations Ltd. Co.,8
"Advent Systems, Inc.",6
"ADVENT TECHNOLOGIES, INC.",1
"Advent Therapeutics, Inc.",3
"ADVENTIUM ENTERPRISES, LLC",50
Adventus Material Strategies,1
"Advinow, Inc.",2
"Advintec, Llc",1
"ADVIS, INC.",2
Advisory Aerospace OSC LLC,1
"ADVITECH, INC.",2
ADVOCATES FOR HUMAN POTENTIAL INC,3
"ADVR, Inc",103
Advratech,10
ADYB ENGINEERED FOR LIFE INC.,1
"Adynxx, Inc.",1
ADYPTATION LLC,3
ADYTON PBC INC,5
"AE MACHINES, LLC",1
AEB ENGINEERING LLC,3
"Aebeze Labs, Inc.",2
"AEC-Able Engineering Company, Inc.",21
AECHELON TECHNOLOGY,7
AECsoft USA Inc.,1
AEDAR CORPORATION,1
"AEGEN BIOSCIENCES, INC.",1
Aegir Systems,2
"AEGIS BIOSCIENCES, LLC",6
Aegis Information Systems,2
"Aegis Medical Technologies,",1
AEGIS RESEARCH CORP.,3
AEGIS SYSTEMS INC.,2
"Aegis Technologies Group, LLC, The",69
"Aegis Technology, Inc.",46
AegisCN LLC,1
"AEGISOUND, LLC",2
AEIOU Scientific LLC,2
Aeolus Building Efficiency Inc,1
"AEOLUS PHARMACEUTICALS, INC.",2
AEON IMAGING LLC,14
"Aeon Respire, Inc.",1
"Aeon Sciences, LLC",1
Aeon Systems Inc.,2
"Aep Technologies, Inc.",1
AEQUOR INC.,1
"Aera, Inc.",1
Aerem Nova Energy Storage Inc,1
AEREON CORP.,5
Aeres,1
Aerg,1
Aerial Imaging Solutions,2
"AERIAL VISION, INC.",2
Aeris LLC,1
Aeris Technologies Inc.,1
"AERIS THERAPEUTICS, INC.",3
"Aerius Photonics, LLC.",64
"AERMETRIC TECHNOLOGY GROUP, INC.",2
Aero Composites,1
"AERO OPTICS, INC.",19
AERO RECORD TECHNOLOGIES USA INC,1
AERO SIMULATION INC,1
"Aero Systems Engineering, Inc.",10
"Aero Thermo Technology, Inc",7
Aero Union Corp.,2
"Aero-plasma, Inc.",7
Aero-smith Systems Inc,1
Aeroacoustics Assoc,1
AEROARTS LLC,5
"AEROASTRO, INC.",53
"Aerobotics, Inc.",1
"Aerobotix, Inc.",8
Aerobyx LLC,1
AeroChem Corporation,6
Aerochem Research,22
"Aerocine Ventures, Inc.",5
"Aerocomposites, Inc.",1
Aerocon Inc,1
Aerocore Technologies LLC,2
"AEROCROSS SYSTEMS, INC.",2
"Aerocyonics, Inc.",2
Aerodyn Combustion LLC,1
"AERODYN ENGINEERING, INC.",3
"AeroDynamic Solutions, Inc.",7
"AERODYNAMIC TECHNOLOGIES, LLC",2
Aerodyne Microsystems Inc.,5
"Aerodyne Research, Inc.",407
AEROGAGE CORP.,5
AEROGEL TECHNOLOGIES LLC,1
"AEROHYDRO, INC.",4
AEROLIVE INC,1
AeroMancer Technologies Corporation,5
Aeromarine Consulting Inc,1
"AEROMECH ENGINEERING, INC.",1
"AEROMECHANICS, LLC",1
"Aeromed Software, L.l.c.",1
"Aeromet Technologies, Inc.",2
"Aeromet, Inc.",11
Aerometrics Inc.,43
"AEROMICS, Inc.",3
Aeromutable Corporation,1
"Aeron Biotechnology, Inc.",5
Aeronautical Technology Associ,2
"Aeronix, Inc.",24
Aeropath,1
AEROPHASE INC,13
Aerophysics Research Corp.,2
"Aerophysics, Inc.",10
AEROPLAS CORP. INTERNATIONAL,6
Aeropro Systems,1
AEROPROBE CORPORATION,17
AEROSENS LLC,1
AEROSHIELD MATERIALS INC,1
AEROSOFT INC,26
AEROSOL ASSOCIATES,2
Aerosol Devices Inc.,10
Aerosol Dynamics Inc.,59
Aerospace &amp; Bonded Structures,2
"Aerospace Design &amp; Development, Inc.",9
Aerospace Engineering Group,2
"Aerospace Innovations, LLC",2
"AEROSPACE MASS PROPERTIES ANALYSIS, INC.",4
Aerospace Materials Processing LLC,4
"Aerospace Recovery Systems,",2
"Aerospace Service &amp; Controls,",1
Aerospace Systems Inc,1
Aerospace Technology Co,1
"Aerospacecomputing, Inc.",4
AEROSTREAM COMMUNICATIONS CORPORATION,2
Aerostructures Inc.,2
"AeroSurvey, Inc.",1
"AeroTargets International, LLC",1
AEROTECH ENGINEERING &amp; RESEARCH CORP.,18
Aerotech Research,12
"Aerotonomy, Incorporated",14
AeroValve LLC,2
Aerovel Corporation,8
"AEROVIRONMENT, INC.",61
Aerpio Therapeutics LLC,2
"Aerulean Plant Identification Systems, Incorporated",1
Aes Corp,3
Aes International Corp,1
"AESOP, INC.",5
Aestas Pharma Inc.,1
Aesthetic Integration Research Corporation,3
"AESTUS THERAPEUTICS, INC.",2
AET CRYOGENICS,2
"AET Tech,LLC",2
"AET, Inc.",29
Aeta Corp,4
"AETC, INC.",11
"Aetech, Inc.",3
"Aether Industries, LLC",1
"AETHER WIRE &amp; LOCATION, INC.",3
"AETHERCOMM, INC.",3
AETHERMACHINES INC,2
AETHERTOUCH INC,2
"Aethlon Medical, Inc.",3
"Aethon Intelligence, LLC",1
AETION TECHNOLOGIES LLC,11
Aetri,1
Aev Inc.,2
"AEVUM, INC.",3
"AEye Labs, Inc.",1
Af Sammer Corp.,7
"AFAB Technologies, Inc.",5
"AFASCI, INC.",24
"AFFECT THERAPEUTICS, INC.",1
AFFECTIFI INC.,1
Affectiva,2
AFFERENT CORPORATION,8
"AFFINERGY, LLC",74
Affinity Bio,1
"Affinity Bioreagents, Inc.",1
"Affinity Biosensors, LLC",2
"AFFINITY MEDIA, INC.",1
"Affinity Molecules, LLC",1
"AFFINITY THERAPEUTICS, LLC",4
"AFFOMIX, INC.",6
Affymax Research Institute,3
AFFYMETRIX,13
"AFG BIOSOLUTIONS, INC.",3
AFIS and Biometrics Consulting Inc.,2
Afp Associates,2
"AFrame Digital, Inc.",6
"Afraxis, Inc.",1
AFS TRINITY POWER CORP.,4
AfterMath Education Inc.,1
AG INFO MANAGEMENT INC,2
Ag Research &amp; Consulting Co,1
"Ag Systems, Inc.",2
"AG-Sensus, LLC",1
"AG350, INC.",1
Agave Analytics,2
AGAVE BIOSYSTEMS INC.,105
Agbabian Assocs,4
AGBIO DEVELOPMENT INC,1
AGC,1
"AgCreate Solutions, Inc.",1
"AGCREDIT CONSULTING, LLC",2
"Agdia, Inc. ",7
AGENCOURT BIOSCIENCE CORPORATION,1
"Agenebio, Inc.",2
"AGENNIX, INC.",16
AGENOVIR CORPORATION,1
"AGENT DYNAMICS, INC.",2
"AGENTAI, INC.",6
AGENTASE LLC,18
"Agentsheets, Inc",13
Agenus Inc.,6
"Agex Therapeutics, Inc.",1
"AGGAMIN PHARMACEUTICALS, LLC",4
Agi Technologies,2
"Agile Data Decisions, Inc.",3
"Agile Decision Sciences, LLC",2
"Agile Devices, Inc.",3
"AGILE FOCUS DESIGNS, LLC",3
"AGILE GENOMICS, LLC",2
AGILE HEALTH INC,2
"Agile Mind, Inc.",7
"Agile Nanotech, Inc.",2
Agile RF Systems LLC,10
"AGILE RF, INC.",16
"AGILE SCIENCES, INC.",15
Agile Space Propulsion Company,2
AGILE TECHNOLOGIES INC.,1
"AGILE TRANSFORMATION, INC.",1
AGILEDELTA,3
"Agilemd, Inc.",1
AGILENT TECHNOLOGIES INC,1
"AgileQR, Inc",1
AgileSrc LLC,1
AGILESYSTEMS LLC,9
"Agiliron, Inc.",1
Agilis Corp.,2
"AGILIS MEASUREMENT SYSTEMS, INC.",3
"Agility Communications, Inc.",8
Agility Data,1
AGILIX CORPORATION,1
AGILOPTICS,11
Agiltron Development Corporation,2
"AGILTRON, INC.",270
"Agilvax, Inc.",3
"Aging Aircraft Consulting, LLC",7
Aginova Inc,6
"AGION TECHNOLOGIES, INC.",2
"Agita Labs, Inc.",1
"AgiVox, Inc.",2
Agni Medical LLC,1
AGNIK LLC,9
"AGNITRON TECHNOLOGY, INC",14
"AgonOx, Inc. ",1
Agora Net Inc,2
Agoura Technologies,1
Agouron Pharmaceuticals Inc.,8
"AGPOLLEN, LLC",2
AgraFilms Inc,1
"AgraQuest, Inc.",7
"AgraSol, Inc.",1
"AgraTek, LLC",1
Agrecol Corp.,1
AGREN INC,3
"AgRenew, Inc.",6
"AgResearch International, Inc.",8
"AGRI PROCESSING SERVICES, L.L.C.",2
"AGRI WIND TURBINES, LLC",1
"AGRI-ANALYSIS, LLC",4
"Agri-Starts, Inc.",1
"AGRI-TECH PRODUCERS, LLC",1
"AGRI-TECH, Inc.",3
Agricultural and Environmental Geographic Information Systems,1
Agricultural Education &amp; Con,1
Agricultural Electronics Corporation,3
Agricultural Identification,2
"Agricultural Management Systems, Inc.",1
AGRICULTURAL RESEARCH INITIATIVES INC,7
Agridyne Technologies Inc.,1
AgriHouse,1
"AGRINERDS, INC.",1
"Agriphi, Inc.",2
"Agris-Schoen Vision Systems, Inc.",2
"AgriTech Electronics, L.C.",4
"Agrivax, Inc.",3
"Agrivida, Inc.",3
"AGRO BIOSCIENCES, INC.",1
"Agro-Plastics, Inc.",3
Agrobotics Inc.,2
AGROSPHERES INC.,3
Agsco Inc.,2
AgSquared LLC,3
"Aguila Technologies, Inc.",45
Aguirre International,1
"AGYPHARMA, LLC",1
"AHLTEK ENTREE WIRELESS, LLC",2
Ahmic Aerospace LLC,9
"AHURA CORPORATION, INC.",3
AI Asset Management LLC,1
"AI Biosciences, Inc.",14
"AI METRICS, LLC",2
AI Optics Inc.,1
"AI Signal Research, Inc.",17
AI SOLUTIONS INC,3
AI SOLUTIONS LLC,2
"AI Strike, LLC",1
"Ai Systems, Inc",1
"AI TECHNOLOGY &amp; SYSTEMS, INC.",1
AI Tracking Solutions LLC,2
"Ai Ware, Inc.",5
"AI.Reverie, Inc.",3
Aicom Corpon,1
Aicomm Inc,1
Aics Inc,1
"AICURE, LLC",5
AID NETWORKS,2
"Aidar Health, Inc",2
"Aids Impact, Inc.",2
Aifly Ventures,1
Aiki Corporation,1
Aikili Biosystems Inc,2
"AIKO BIOTECHNOLOGY, INC.",1
AIL RESEARCH INC,19
"AIM MRO Holdings, Inc",1
"Aim-Wave Technologies, Inc.",1
AIMDYN INC,2
"Aimm, Inc.",2
AIMRNA INC,1
"AIMS, INC.",8
Aincobio LLC,1
"Aingeal, LLC",1
"AIQ Global, Inc.",1
"AIR ARMOR TECH, LLC",1
"Air Care, Inc.",1
"Air Cleaning Blowers, LLC",1
"Air Company Holdings, Inc.",1
"Air Control Techniques, P.C.",2
Air Cycle Corp.,1
Air Dynamics Industrial Systems Corporation ,1
"Air Instruments &amp; Measurement, Inc",1
"AIR LOGISTICS AND ENGINEERING CONSULTANTS, LLC",1
"Air Logistics and Engineering Solutions, LLC",3
Air Logistics Corporation,1
AIR QUALITY DESIGN INC.,2
Air Sciences Inc.,1
"Air Squared, Inc.",27
"Air Traffic Analysis, Inc.",1
Air Turbine Technology Inc.,4
"AIR-LOCK, INCORPORATED",10
Aira Tech Corp.,1
"Airak, Inc.",18
AIRBEAMS LLC,1
Airborne Innovations LLC,4
"Airborne Outfitters, LLC",2
Airborne Research Associates,1
"Airborne Technologies, Inc.",3
AIRBUOYANT LLC,1
"AIRCARE LABS, LLC",1
Aircor Inc,1
Airdex Corpon,1
AIREX CORP.,12
Airex Corpon,1
AIRFLOW SCIENCES CORPORATION,7
AIRFOILS INC,2
"Airgility, Inc.",2
"Airity Technologies, Inc.",2
AirLIft Environmental LLC,3
"Airmap, Inc.",2
"AIROCARE, INC.",1
AIRPHOTON LLC ,1
"AirShare Systems, Inc.",1
"Airsign, Inc.",2
Airspace Technology Corp,3
Airsport Corp.,2
"AIRSTREAMS RENEWABLES, INC.",1
Airtech Precision Shot,2
AIRTRAX CORP.,2
AIRTRONICS,2
Airviz Inc.,1
Ais Systems Inc,1
AISN SOFTWARE,1
"Aither Engineering, Inc.",3
"AIVOCODE, INC.",4
"AJ MEDICAL DEVICES, INC.",2
Aj Systems,1
AJA Inc.,1
"Ajjer, Llc",4
AJK TECHNOLOGY,1
AJM International Electronics Consultants,2
"AJT and Associates, Inc",4
AK Circuit Corporation,1
Akabotics Corp.,2
"Akadio, Inc.",5
"Akai Kaeru, LLC",3
"AKAMAI PHYSICS, INC.",4
"AKANOCURE PHARMACEUTICALS, INC.",3
AKAZA RESEARCH,2
"AKCELI, INC.",1
AKELA INC,16
AKEM LLC,1
Aker Industries Inc,2
Akermin Incorporated,2
"Akers Associates, Inc.",1
Akervall Technologies Inc,3
"AKESO HEALTH SCIENCES, LLC",2
Akhiok Tribal Enterprises,1
"AKINA, INC.",6
AKITA INNOVATIONS LLC ,15
AKKADIX CORPORATION,1
"Akm Associates, Inc.",23
Akman Associates Inc,1
"Akonia Holographics, LLC",2
AKONNI BIOSYSTEMS INC.,23
"Akorn Technology, Inc.",1
"AKOS ZARANDY EUTECUS, INC.",1
Akouos,1
"AKOUSTIS, INC.",3
"Akoya Biosciences, Inc.",1
"AKRIVIS TECHNOLOGIES, LLC",2
Akrobotix LLC,1
"AKRON AIR MATERIALS, LLC",2
Akron Ascent Innovations LLC,2
"Akron Biotechnology, LLC",3
Akron PolyEnergy Inc.,1
"AKRON POLYMER SYSTEMS, INC.",5
"AKRON RUBBER DEVELOPMENT LABORATORY,INCORPORATED",6
AKROSENSE LLC,1
"Akrotome Imaging, INC",4
AKSTON BIOSCIENCES CORP,4
AKTIV-DRY,9
AKTIVAX INC,3
AKTIWAVE LLC,3
AKURE,1
"AL Ventures, LLC",1
"ALA SCIENTIFIC INSTRUMENTS, INC.",7
Alabama Catfish Inc. d/b/a Harvest Select Farm,3
"Alabama Cryogenic Engineering, Inc.",56
Alabama Research,2
Alacrity Semiconductors Inc,2
"Alacron, Inc.",7
"ALAFAIR BIOSCIENCES, INC.",2
"Alakai Defense Systems, Inc.",6
"Alamanda Polymers, Inc.",1
"Alamar Biosciences, Inc.",1
Alameda Applied Sciences Corporation,103
Alamo Instruments,1
"ALAMX, LLC",1
Alan Penn &amp; Associates Inc,10
"Alanthus Associates, Inc.",1
Alantro Communications Inc,1
"Alaphatech, Inc.",3
"Alare Technologies, LLC",2
Alaska AgriTech Inc. ,1
Alaska Green Gold Company,3
"Alaska Native Technologies, LLC",9
"Alaska Project Solutions, Inc.",1
Alaunus Biosciences,2
ALBA THERAPEUTICS CORPORATION,2
"Alba-Technic, LLC",4
Albanese Defense and Energy Development Company,3
Albany Cardiothoracic Surgeons,1
"ALBANY INSTRUMENTS, INC.",1
"ALBANY MOLECULAR RESEARCH, INC.",7
Albany Titanium Inc.,2
"Albeado, Inc.",2
"Albers Group, LLC, The",2
Albers Research &amp; Dev. Assocs,2
ALBERT I. KING,4
"Alberti&#039;s Window, LLC",5
Albido Corporation,8
Albion Instruments,4
ALBUQUERQUE AVIAN EXOTIC,2
"AlburtyLab, Inc.",2
ALBUS IMAGING LLC,2
"Alcamena Stem cell Therapeutics, LLC",2
Alcatera Inc.,3
"Alcedo, Inc.",1
"ALCES Technology, Inc.",8
"Alchem Field Services, Inc.",2
"Alchemet, Inc.",2
"ALCHEMIE SOLUTIONS, INC.",4
Alchemist Technologies,1
"ALCHEMR, INC.",3
ALCHEMY GEOPOLYMER SOLUTIONS LLC,2
ALCHLIGHT,4
Alcide Corp,1
Alcohol Self-control Program,3
ALCOR BIOSEPARATIONS,3
Alcorix Co.,4
"ALD NANOSOLUTIONS, INC",27
"ALDATU BIOSCIENCES, INC.",6
"Aldea Communication, Inc.",3
Alden Electronics Inc,2
Alden Products Co.,1
"ALDEN RESEARCH LABORATORY, INC.",1
Aldenex Vision LLC,2
"ALDER BIOPHARMACEUTICALS, INC.",1
Alder Research Center,2
"ALDERON BIOSCIENCES, INC.",63
Aldevron,2
Alditri Technologies,2
"ALECTOR, LLC",2
"ALEF OMEGA, INC.",3
"Alelo Tlt, LLC",14
"Alem Associates, Inc.",15
Alenas Imaging LLC,1
ALENTEC,1
ALEO BME INC,2
Aleph Laboratories Inc.,1
"Aleph Therapeutics, Inc.",2
"ALERION BIOMEDICAL, INC.",2
"Alerje, Inc.",1
Alers Photovoltaics,2
"ALERTEK, LLC",2
Alesat Corp,2
"Alessa Therapeutics, Inc.",1
ALETAV TECHNOLOGIES,1
"ALEX AND ALICE, INC.",1
Alex Hartov Consulting,1
ALEXANDER BIODISCOVERIES,4
ALEXANDRIA HEALTH LLC,1
"Alexion Pharmaceuticals, Inc.",7
Alexium Government Solutions LLC,1
Alexza Molecular Delivery Corporation,12
Alfa Engineering Inc,1
Alfadan Inc,1
"Alfalight, Inc.",1
ALGAEN CORPORATION,8
Algal Scientific Corporation,1
ALGAXPERTS LLC,1
Algen Biotechnologies Inc,1
ALGENESIS CORPORATION,4
"ALGENIX, INC.",5
Algenol Biotech LLC,2
ALGENTA TECHNOLOGIES LLC ,2
Alger Stirling Company,3
Algisys,1
"ALGLUTAMINE, LLC",1
Algoma Algal Biotechnology LLC,2
"ALGOMEDIX, INC.",5
"AlgometRx, Inc.",1
Algorithm Design &amp; Measurement,3
ALGORITHMAX,1
Algorithmica Llc,1
"ALGORITHMRX, LLC",2
"ALGOS THERAPEUTICS, INC.",1
ALGOSOL LLC,1
"ALGYNOMICS, INC.",1
ALIAS-I,2
Alico Systems Inc,3
ALIDA BIOSCIENCES INC,1
"ALIDADE, INC.",1
ALIEN SANDBOX LLC,2
Align Sciences Ltd,1
Aligned Carbon Inc.,1
"Aligned Concepts, LLC",2
"Alio, Inc.",1
ALIR TECHNOLOGIES LLC,1
"Aliro Technologies, Inc.",5
ALISBIO LLC,1
Alitea U S A,1
Alitea-Berkeley Instruments,1
"Alitheon, Inc.",1
Aliva Biopharmaceuticals,2
"Alkar-RapidPak, Inc.",2
Alkemix Corporation,1
"ALKERMES, INC.",11
"ALKEUS PHARMACEUTICALS, INC.",2
"ALKYMOS, INC",2
"ALL OPTRONICS, INC.",5
All Power Labs Inc,2
ALL THINGS BUGS LLC,10
"All Vision Technologies, Inc.",2
All-Tech Solutions,1
Allander Biotechnologies,3
ALLAY THERAPEUTICS INC,1
"Allbeams, Inc.",1
"AllCells, LLC",1
Allcomp Inc.,63
Allegheny Powder Metallurgy,1
ALLEGORY LABS LLC,2
"Allegro 3D, Inc.",3
"ALLEGRO DIAGNOSTICS, INC.",2
ALLELE BIOTECHNOLOGY AND PHARMACEUTICALS,17
"ALLELE DIAGNOSTICS, inc",2
"ALLEN OSBORNE ASSOC., INC.",1
Allen/loeb Assoc,3
ALLEN/LOEB ASSOCIATES,3
Allergene,1
Allergy And Asthma Consultants,2
Allergy Immuno Technologies,2
"Alleviant Medical, Inc.",1
"ALLEZ PHYSIONIX, LTD",6
ALLIANCE DISCOVERY INC.,2
ALLIANCE FOR COMMUNITY RESEARCH AND DEV,1
Alliance Pharmaceutical Corp.,5
"Alliance Spacesystems, LLC",3
"Allied Associates International, Inc.",2
Allied Energy Systems Inc,1
"Allied Engineering Services, Inc.",1
Allied Forces Solutions,1
Allied Innovative Systems LLC,20
ALLIED MICROBIOTA LLC,2
Allied Polymer Innovations Inc,1
ALLIED SYSTEMS COMPANY,2
"Alligant Scientific, LLC",2
"ALLIMMUNE, LLC",2
"Allinaire Therapeutics, LLC",2
"Allomics, Inc.",1
Allopartis Biotechnologies,4
"Allos Therapeutics, Inc.",2
"ALLOSENSE, INC.",1
ALLOSTERIX PHARMACEUTICALS LLC,1
"ALLOSTEROS THERAPEUTICS, INC.",7
Allotech Inc,3
Allotrope Medical Inc.,2
"Allotropica Technologies, Inc.",2
"ALLOY COMPUTING, LLC",1
ALLOY ENTERPRISES INC.,2
"Alloy Surfaces Company, Inc.",2
Alltech. Inc.,2
"ALLTRANZ, INC.",5
"ALLUMIA, LLC",1
Allure Security Technology,2
"ALLUVIUM BIOSCIENCES, INC.",6
"Allvia, Inc.",1
"ALLVIVO VASCULAR, INC.",9
"ALLYKE, INC.",1
Allylix Inc.,1
Allyx Therapeutics Inc.,1
Alm Inc.,1
Almatech,1
Alme &amp; Associates,1
Alme and Associates,2
"ALMEN LABORATORIES, INC.",4
ALNYLAM PHARMACEUTICALS,1
"ALO, INC.",1
"ALODAR SYSTEMS, INC.",1
ALOFT SENSING INC,2
Alpenglow Instruments LLC,2
"ALPERIN NONINVASIVE DIAGNOSTICS, INC.",2
"Alph Technologies, LLC",1
"Alpha Beta Technologies, Inc.",1
"Alpha Drive, Inc.",1
Alpha Environmental Laboratory,1
Alpha Group Systems,1
"ALPHA INFORMATICS, LIMITED",1
"Alpha Interventional, Inc.",2
Alpha M.O.S. America Incorporated,1
"Alpha Manufacturing, Inc.",3
"ALPHA OMEGA ELECTROMAGNETICS, LLC",18
"Alpha Optical Systems, Inc.",2
"Alpha Photonics, Inc.",2
Alpha Recon LLC,2
"ALPHA SCENTS, INC.",8
ALPHA STATCONSULT LLC ,1
ALPHA UNIVERSE LLC,12
"ALPHA-1 AEROSPACE, LLC.",1
"ALPHA-BETA TECHNOLOGY, INC.",4
alpha-En Corporation,1
"ALPHA-GAMMA TECHNOLOGIES, INC.",2
"Alphabet Energy, Inc.",4
"ALPHACORE PHARMA, LLC",2
"Alphacore, Inc.",82
"ALPHAGENE, INC.",1
"ALPHAMED, INC",13
"Alphamicron, Inc.",7
"Alphaport, Inc.",2
"ALPHASENSE, INC.",31
ALPHASTAR TECHNOLOGY SOLUTIONS LLC,46
"ALPHATECH, INC.",228
ALPHATHERA,6
"ALPHATRAC, INC.",3
ALPHION CORP.,1
ALPINE HYDROMET,1
Alpine Media,2
Alpine Research Inc.,1
Alps South LLC,1
"ALPZHI, INC.",2
"ALQIMI NATIONAL SECURITY, INC.",1
"ALS BIOPHARMA, LLC",1
Als Co,1
"Alsb Crystal Technology, Inc.",1
"ALSUS MEDICAL, INC.",1
Altadena Instruments,2
"Altaeros Energies, Inc.",5
"Altair Center, Llc.",34
"Altair Computing, Inc.",2
"ALTAIRNANO, INC.",5
"ALTALITY, INC.",2
"Altarock Energy, Inc.",1
"ALTASIM TECHNOLOGIES, LLC",7
"ALTBIOTICS, LLC ",1
Altea Therapeutics Corporation,7
ALTEC INC,22
ALTEC USA,1
"Altect, Inc.",2
"Alterna Therapeutics, Inc.",1
Alternative Agricultural,1
ALTERNATIVE AVIATION FUELS LLC,1
"Alternative Energy Solutions, Inc.",3
"Alternative Energy Systems Consulting, Inc.",1
"Alternative Fuel Technology, LLC",4
